	sample_name_R	SBS_LIV_A	SBS_LIV_B	SBS_LIV_C	SBS_LIV_D	SBS_LIV_E	SBS_LIV_F	SBS_LIV_G	SBS_LIV_H	SBS_LIV_I	SBS_LIV_J	SBS_LIV_K	SBS_LIV_L	SBS_LIV_M
16	c180516DCLONE6	314.257131703035	135.965522873588	115.87251842019	186.09035237679	2.41143240092486e-12	132.483712010106	118.715128127788	52.7469623006897	107.155010841431	286.848056006816	426.191956256116	202.928680382326	260.762927353916
17	C30913DClone10	3.08686771373206e-12	1.16338907376049e-10	47.6140077957005	13.803232379666	8.72377153319405	240.237686059705	3.4970036906791e-12	151.117858629843	47.1001717314373	147.007678191371	242.940039954036	24.4668857672781	0.000493345717415979
18	C30913DClone12	27.9360594404668	3.24459944697928e-12	22.0224181107026	34.7082630605805	2.41143240092486e-12	229.322324445983	80.4375786686386	81.343576073874	59.9296298889899	135.665425127429	222.001479789814	88.2866881722652	132.360055760688
19	C30913DClone13	3.08686771373206e-12	3.24459944697928e-12	72.6179416036793	1.62787007978081e-06	26.8418887228568	360.748371688038	7.03172338293513e-08	145.147624492241	46.9114539719015	118.668655002006	296.706334669502	17.3645867214233	3.74852271774482e-12
20	Healthy15CLONE1	115.169332477832	4.61231153812797	29.4015920260012	140.259565015654	66.9234866017365	169.702589364889	105.635576446583	148.625609521837	68.1346684772475	437.616213021132	99.0974718346971	0.00031253419650378	147.838952836405
21	Healthy15CLONE2	180.567248379789	55.7663315724376	4.62593670764832	258.135023479237	26.6107763950817	99.8082911249127	0.0364927078748769	90.264228911056	36.5559948574644	432.626585973902	96.7875807422776	197.478702130603	97.7600113521523
22	Healthy16CLONE1	158.618381478967	50.70685001587	74.40425408617	204.567899233227	19.2614802178358	133.610943887511	61.9500733433631	360.549158477869	73.145464138706	399.875842487527	219.935382923296	225.547032680156	293.84817602046
23	Healthy17CLONE10	90.7010761703327	58.4727484710749	45.1789138921247	218.828112084845	27.8169272980055	161.720467682404	118.478367980688	307.903064023874	99.635935335957	401.97175306812	257.785359015008	3.34580881859185e-12	17.5266867273784
24	Healthy17CLONE3	61.4053331287253	41.9194489184541	59.5307828622907	104.419706840275	27.8299069617023	125.160404629772	0.000247228948721813	304.846138533468	17.684895752858	138.297771645344	496.002082934015	240.375465090312	59.5443764450035
25	Healthy17CLONE4	129.921030705899	118.495969374584	148.763280957902	197.304505672009	17.2101882291603	205.465978563792	3.4970036906791e-12	437.48672024217	12.0655357367247	397.521471347529	574.437828208792	66.5524729140793	122.788464516387
