	sample_name_R	SBS_COL_A	SBS_COL_B	SBS_COL_C	SBS_COL_D	SBS_COL_E	SBS_COL_F	SBS_COL_G	SBS_COL_H	SBS_COL_I
730	OO10:PD37226c7	60.9560959429864	730.129560425578	337.503006818657	234.777043127293	28.9666333176868	53.4170219131925	496.099282700347	96.4683099073775	175.706941931968
731	OO10:PD37226c8	105.983605496219	939.886424205091	346.902661608666	152.256865333547	0.746556042585357	69.6591178520426	359.786086722588	68.5406585111081	185.255402432721
732	OO10:PD37265d	74.3211955235976	76.5712733779701	512.856218009971	382.368505781974	32.7310965829192	77.5569318714568	382.466790303403	126.185056605646	249.961415071146
733	OO10:PD37265d5	101.241946901565	91.7614485094859	533.872777341307	501.260737424611	25.0587239226458	40.6433017464533	521.8851432973	12.8799726498476	211.420192464326
734	OO10:PD37265d8	95.0929762989029	112.674517032494	556.455836046095	466.825454037868	39.4826653259189	35.131627114832	392.609796901	61.1781754756466	270.568005255537
735	OO13:11	0.00394862555602679	0.000138443721967623	1.45381834690665e-11	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	0.00310552534987911	9.38334380458467e-12	3.01198944454722
736	OO13:15	4.67930619543965	3.29157163425353	7.16105422747546	1.57600344441238e-11	0.661762748075828	6.53254027771801e-12	1.40888455940274e-11	10.2189300756184	0.0062966738590955
737	OO13:16	1.75320329531799	9.64224608634932e-12	0.719057178897424	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	1.41769881215636	9.38334380458467e-12	2.12922845979637
738	OO13:PD36719a_lo005	85.69453917005	628.765261935808	270.149317595544	230.199665884714	10.0991779929724	42.7723820149829	274.913680755542	110.065593282487	267.358494354377
739	OO13:PD36719a_lo008	161.55948043059	805.969822093372	216.085908826923	285.335047212131	9.74588195266166	25.3502921865609	302.061976798882	0.191137802655684	385.719500345573
740	OO13:PD36719a_lo018	423.906949852956	443.960063751452	472.598625354734	655.164635993362	59.2331612120342	54.524160407648	421.517812535072	294.839947983757	419.270160627019
741	OO13:PD36719a_lo022	369.944626686963	590.283188745029	390.41788754333	552.811689987005	59.4767251538133	60.7939036490735	540.191608290736	127.523472500643	295.578588542821
742	OO13:PD36719a_lo034	1196.36057189326	591.475108778518	465.977992769745	622.771925815283	170.521468189133	152.176593339095	423.853710832774	190.579901315566	291.285231039398
743	OO13:PD36719a_lo048	971.845003736204	469.851773392292	701.142948721996	613.730444955207	145.33026003198	140.983356794253	379.755995318183	434.919207187712	154.440783147426
744	OO13:PD36719a_lo049	154.597339318555	921.450103145731	404.203088244043	419.233696402521	5.78007873932396	66.1743632228224	284.057558737812	116.083956705729	366.43424897008
745	OO13:PD36719a_lo066	555.960023327389	405.701108382633	526.588100397076	440.182880816666	49.952084815705	97.4036104477423	291.521401818108	272.645191280112	268.052304884568
746	OO13:PD36719a_lo072	520.912354071364	373.707743280677	196.040640908326	369.941208908303	81.4878393028563	113.664562588405	406.806567131029	272.105831759352	251.350434596544
747	OO23:6	6.24973875251875e-12	9.64224608634932e-12	1.45381834690665e-11	2.92306603305541	1.00031855572612	6.53254027771801e-12	1.40888455940274e-11	3.67351767053229e-08	13.0957626189817
748	OO23:7	3.62316926318065	9.64224608634932e-12	3.826609245111	4.72363383757506	8.6178075432236e-12	0.000213750432742146	1.40888455940274e-11	2.84546815885242	1.00309598613643e-11
749	OO23:PD36813m3	50.8965461820118	94.781547505102	433.215306359515	619.809831284008	47.2000574619126	43.6868157647635	621.381679382329	169.25272177333	325.805471307569
750	OO23:PD36813m5	57.9498099463018	116.270576170346	658.970658230118	563.323802187092	11.7846209959084	26.831215755463	557.657400681483	102.17727008582	368.057397761465
751	OO23:PD36813m8	36.2122741429977	87.9226789337171	399.069483610417	515.795430902303	21.9170480110569	17.7089697758026	471.964566714149	62.2273142884918	247.209054557598
752	OO23:PD36813n	55.8486353483742	199.631731268782	838.259091876558	529.718251967054	39.8532736364086	61.737929009303	573.507683245758	287.404290251883	382.056454749156
753	OO35:5	0.00293263476254801	0.000294424056849451	5.20341592258733e-06	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	21.1300953428338	3.98090305103624e-11	21.8863837947553
754	OO35:PD36813l	96.9377448019819	104.846771446907	609.33668869349	449.625128300781	22.4496337100826	63.4858221318264	422.657214657557	155.92656612625	201.752667329754
755	OO35:PD36813l7	95.8846742299505	131.524833108666	840.238243210763	631.289191892499	23.2526184363771	57.4078405620088	425.64070405851	54.299052763848	234.478064752351
756	OO35:PD36813l8	49.7413512926788	102.398759060226	400.910678915103	435.651360891909	28.545552704487	45.5913291966639	492.706245015133	141.159254100265	199.321370873687
757	OO39:8	6.24973875251875e-12	21.8487552433881	124.162204841846	63.3917562804406	6.98036022319638	2.43545210628776	0.000261183698340178	18.6431003471406	26.5548390328123
758	OO39:PD36813y13	26.1692586786293	219.121933717723	970.813068057958	479.447826962059	41.4643464984938	71.7068027731462	570.402271771243	208.341036043457	293.548380193543
